NU_INSCRICAO,NU_NOTA_MT
59bfa081e020013410d9f60f91813964ba749bb2,360.21842812102614
f5e069ee3bc95998464e8ff5da048b7f999921ed,321.85669682241337
e02240b518016d03a1b5bcc6d0a37b7a527ea93d,603.9646698084277
664f44258212a1f7e4086f2b4845d586c543fa3f,443.83712115518586
265cd7befa74a9f2a198fc57baec9858075f8419,393.0519248652912
6f9ac44919bbd204e0ef15185388fd2d4bc61253,501.9570510171042
78de1ee60b55766cc3eba4089e36c57139b66ebd,463.7771843155962
24550edb10f283ef4e953fd6a8fedbfa211bd456,-0.003987276644244356
1e61a474acdc043eb39a89c17fab34bd2ea1a940,409.12475723278834
940af68ded6af2875708611051aa7ff3f134d80b,505.1313175435577
e7ec3258f3b280c1ddf452d107fbdc9fb5a6b72e,444.01137836465927
c76ddf6e9f80984e901b12f9462a3cf029bea290,464.18441536456845
7d39df837488ca3fa6e512fd9e20ec7753b4c36d,461.3639153420348
65bba36aa15f0c4ef3562ea56c125d931bc4ed63,0.3947981056192635
1045c54b5ea9f6e08454ec57c47e4ce0e33190bd,0.10761400702731193
92823d467a2ced9529801e0e8a94802dd88f0c17,461.4925707986868
9d0fbf9bf1bb039de65a6d0e143c9a791c62b941,678.3635229565473
413cbb38b2e2522f8167ffb9daeac1347b281393,469.87023262745686
68985fad004092956a4b4ce94dd53dc76d07eaf7,459.75462497803306
bdca9aeb19521675af15f2c28d86f6bebc45a834,544.9324455858964
b65b19d42b7a4b644fe9f99366dcb37b120862d9,462.7229482927784
eda898aa8ec465cbac70de72ead0c6d688e5f95a,484.3297009434054
5357b6c09be4c7f3829b72f80de846a9228253cb,0.05562013913721104
8d5c4481d736f6ce27976e400f4245bf10757608,418.302974101609
226b53de56347e3f9b52c8e0ab811fb82e96b3fb,0.04282657640237805
089613ac7dca24109f84c72a97c83b2768b1df1c,-0.0017576442975024698
527773409bf373301dbd835e59a263c035c043b8,-0.0038993024675359027
45c95a1640ada5c9206fde19c4ccf68929c5ec0c,-0.024394907111134147
c4cea54435c0fd0e171eed4c215479bb3ca86113,463.38707189427237
7d5cd89c6112b9a202a025a24355135bc60848c6,514.356139208036
b70ab62384aa80545928a311f5b5d3db2f4d87ee,525.984891662097
c96431dd924f366d2229a7f1455388b8cd85be49,657.1794971824777
1b72da5bb82cc150ecfe71218c02f155d694230b,0.008887566813958235
e429507efe1c2680cc464481850117d17083cd88,0.05998247092585438
dbaa6ee7502cbebb6f058fed5d2f960b19f451ac,366.4449623875958
e724482370ae6126008ade80b564ad8d8a0a7cbd,435.0871430048345
2ef4e2788e2f815f9a885c899f75d5dfeb234a02,564.7464707068758
c8762fee25b022eb5b4918f8f689e4fb6d19f73c,0.002279047144927499
e14241b5119dc1ff2c99b9c0c478aad23d9d9d05,525.5514732674668
7f898f8939ae054359f83ee154bb91bc7dd2c959,584.2933101629354
3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf,380.84764549534543
82e3b12c6366008fabc238f299f117074e78de5d,354.82885388779437
0d838be0e718ceb786cdb10fcc12559e00440240,504.71188672264896
1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,403.9667121934076
5a9d89465845ac2d81366275cbb1a81d627efd36,-0.030289828350861307
c83fe640ba466ba904ac1055e53a875289888797,432.97396135851966
8855ae8971b9bd9b02c45a82c6c894a2e76ca542,463.3602017929735
a2945f1e7fbadac669590b7d9fafb6c900bca3d0,327.7806945207635
328639a0c753715c30a58bae70c82f2101153eb3,469.9467542728888
ffc5eb6764d7640edfbdaf4648cd54a12c94dea9,-0.022311514218981605
643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,494.8325679026612
f56746cc2900258507d2b32c126f8db090db856f,526.614237365972
1a4963b5fea8bb25c67750cdafbe84b01efad177,422.9871178799457
b520c940e62f4ed684417e7eacf00d85752060da,452.5429704084571
2e170cf2651ed448991af6fc5df15167733b2d8f,527.9767111374756
6efdd93a0ae289be6bb5a400bfc1deb077d75886,397.971760843641
72ac2acc787d8cba0934cca3810ac091d792c8db,605.92343755432
92a25eee14554806f081869cc9dac868fd1860fb,484.9937656319311
1f12a9b01eb9ef227a5482f498f3354bd485d9a3,366.4783178318116
acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,506.3622542244016
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,615.8528871151176
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,471.40497863559426
1730807e4916c5f7e8ab21e02ac5657bcea3e732,0.028877469439572392
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,457.73018907690397
1a46d99716282410d1170f0f35069b34e34415d4,319.8789914810634
0467e022da4ef897f666bc76f31e1bc8976f7e92,539.3052605104316
993aca0d5eac6741117947c82a3647102096255e,419.0989764335881
94c96ade6ade21deb080bba6aad537fc4f195d47,540.4124337779018
36bb672077a46a3e4755cef90437a616d28bdf23,451.7431886080148
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,313.11162756359704
328ca19128d276eb4fbc309c54ec7f346c803d2f,898.4138991975445
27cdb62f0a2a5467efeb30aafbf246ed2320c532,306.08262149696446
c52cae37c3653620bbec72264c502f45ca2a8671,0.05844075073425023
f9ef2695eb0986666093945894b8f2fee351bf22,602.2993674847291
2178c497293d0cab01ce74f5105b1a398fb12d8e,-0.01597329608191013
e21faa0c07406dde71ec02f266b19b314ba8b0e2,0.051053095144437545
8a021391cdaac100dab56c59284bd50137a74129,501.22691596511913
12ee0df69325d97cb95404958c4acf4112aeab8a,0.040952146797214754
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,463.7638515523147
66cf0f8b5af2466f9616fd15c0c10344df84982a,0.027331148235614805
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,470.1949666506835
60edc5708acd60680891ea15379dd07c7a5924ff,-0.015120471393006873
b9f786712775e0d1d735398d710b01f404c985a3,405.6989500634046
564958997e204bda06fbe90afc4722805c78a855,551.8107903095729
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,366.9050328341003
527098f4ee3ceb5c393981930d23b8fe154f4db9,-0.0032512025105430626
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,477.835686037825
8296743fdd105ce9183561cf5b359b0a3781465e,449.1093053548978
a3b79e8c739832c77df2ba6bcdb23a7518155a33,0.03900666243932233
6602c7f15a1fdd082265b64976448c6809df792d,429.60245024123043
31ae66f0fe024acae4490915c348e487f2367574,497.89342967036293
81901aa980653106e64863d957387d24e2c00af3,363.9289442854282
28e10d1bd0b6effe0edd503446ebda948ad240ad,376.30446632520824
53a7ee52a87f80241e2ca13c923e06b72bf3a059,449.95864561344746
50be5f75fdaedae454b0c3d63b7277854bd08d8f,0.18177756245605986
82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,0.05201403911659538
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,599.8260721461675
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,-0.01825640015896733
02681b5c893b94db204713cb4b20dde6fc3f2f95,539.3047534852788
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,506.37210095052455
829dd51f77f3ae74c2216de2d86139bd0a03367c,0.01916059637713189
28c6829e69879bc1d34db1cd51b89562d3cc596b,551.3316010309576
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,482.02156610570864
96715a069fbcb2e84b26a01563921962ccc4601e,0.016824367875902
923538833160e8432636c88e8119378a43b3d766,406.84368394100227
aacb834258765a2959ee63c57d2be4923d11a696,397.4609157746273
c32e484025571dd94255a77f21de08ab8d2aaba8,438.96502030064886
d425deeec0a3c7006f14d732eff8933d5155067f,405.1631457608227
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,520.3617705278845
716a178e9a6f7791b820da77879943ac9040a547,500.3596624817346
430212cd8767ef2bff8cda0f61729203fef7523e,357.4950618794739
e97d33221238e445688a0e984778d4ecac788be2,557.3326265485524
695c9481580951d830c4431fc6c9dee778ba9ca1,-0.03505988827682562
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,474.17188338236934
0411742cbb54fe1b6927b25f0bb52b885828c828,322.92130038100237
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,347.58174193065497
bc40729846bf209b06e2a9a890e01d4e6780f5b4,0.04201458917488401
e4e7a38b58319ad0a5cde4848622b21783c907e9,524.181546350922
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,537.8760146616152
aec1b63c3f0c9554e533752d8fe138ca82101d4a,376.5534406667187
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,513.7982085888624
4b48d500ba4410546ce01f7f6d44bcbafa73994f,341.18959754178985
edf33c347c866d26872f540bcc1f6ae415f3294c,417.6953134233764
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,541.7377256222101
3a265ea6ebdc4eb2520db912adf5592f03b3d634,449.15552792590233
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,-0.09644524528766796
0ade5488fd62db34c11a369bdbb4327faacc1635,0.031610236597523184
e418fbb77e6ff4103205f3b7f6a66d53183d809b,394.68042434006315
8ddbfe70cd41135cb6f125335a48d100789edbf7,349.487801625113
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,0.0267868795487798
1d3e406d0223d4cb0328850d689ba9fcadf62776,442.66635918743253
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,-0.012827359312709627
ecaf075653faf2dcdf946c0ce50629f5083347c0,353.8040792351621
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,532.2149252650737
d43894c5e83bb3a7e5000636295b0b050de19309,-0.016145329045970956
5b7877d12550dd35d27a02b66a13f2a27bce11ca,369.18166701795525
18f800ec03e33ebad5fb97aa8465dd3e5961337e,364.13689937912034
bb39cc6296f2c9da3963994899c5c34b50965720,-0.02352220195971097
76facda8958cbaf5dba09a4d35d3b4de7596a49d,0.002279047144927499
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,383.7830926961229
e887be276bf553575b20ed1a0de8833d9cb7e247,-0.035291105352366535
cc8794762ffa592758b5117d67e0d02e2e8b9c49,540.9836449179423
894d277c608610fa8c31db531f64582b9569b2e9,350.03986858201347
b2e029961aa0f20071b74708e0d97e6f200ec582,422.8816880029225
12c7d85e168b09a0278df140a22bcb0052a59b0a,366.04913550971617
64c4892488a9c6281bdabf467a0b5a6382d248e6,447.13623217767713
944e790f6e64eccf6df361247858165f17dd7abb,0.044052460824657
ac112e94587e6e4249b7182329ee5a5040ae94ea,526.9478948960201
a58cf11e498228f9aaca92b0c49f955a6163fb59,396.0797315310341
e8c84701c041b7f3b39f3125a0449fa633589fbe,518.7993976755358
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,592.4469896823529
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,-0.018093373280653125
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,395.9323361962126
e64ad901853230e396be49311ea98121c348fac6,530.9025623111061
8532af19be3729ea233c1f29e4c015820fc7fb3a,515.0075737675742
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,474.16194112322677
26853fd075fe27954772c3070997635b94f32b83,446.5611375108224
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,574.3328078081274
574ec310dee846f9ae8eb278480257d463f6fbcc,470.41418375641575
ebb32b8df4ff9b202ba904f310724ce230cb4305,0.051536866388514825
8a46e35787225c3e7adef2b998ad9c93a952106b,637.3460240268295
b62bf908b504e8c6898777a7f5b88afed358caea,296.5007028830401
10d22971ca4f53fc62d02905809ff1c37fbb68fc,758.6709347345092
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,374.28449049092285
cad47b624b484cb16291449cee30707a46c20199,0.037752032150922245
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,434.58610350317196
bb6c0df09cb6663f142ce6da382b804353453af2,-0.040092221747273143
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,447.61804244556447
7bd0affe1bdd3681a0faecd80a3d48c023b986de,0.030848214447402992
d76614020539405f481c0f5ffb9e6f88a0bf21b7,391.47513026936446
5ce2df96a99343819ead41bf242044177439696d,-0.018532152907075588
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,-0.018055546755715458
a9216c3fc0c0bf14cda0ca26a71c205458b74896,-0.01533791483718523
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,505.3619602540113
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,460.95635116392543
176b027cd932b17fcb6f119cfcef338a175062b8,393.13133091760136
41474f2dda61d97f38ba79906d3dbcce223d1bd1,538.0029509000767
421eb738f9e2ea73e5f4227c915762d6421102ac,0.028470054730893066
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,448.1872821656213
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,0.07010222807163169
134d96275e3893946c3a0e1d59f86b336fe64f6e,-0.012210339637615378
d4e97da32ccb6987ec074aa48c24ce949c05a78c,375.10311714492696
fa556e489987a0588e9a8edb5327e2bde1679670,0.03173172955319163
95c1d266a2524560761df98b376c17604733a6ad,515.2660030300773
c11c4303d2632cde64105a35554ecb77a8564260,492.4862889245945
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,498.8250209739333
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,522.4205454584275
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,477.1580280626242
580c34923cbde328e0aef1641dd02033fc862c04,486.27796857435294
156e1fb82056b0f6953c443446eb4dcceed7c03b,-0.01526543902382099
29d8bf198da9caa59047268faca60207da24d1b7,522.2420053491325
1b3f80a1cd9fff0408e96169fcaf006936b34fed,479.84045659054686
b5932043b62e0c58e16e2cc2c9d5489390e5c895,453.7392849571539
99092cc60948943c59d68d62ed81a75a03059113,469.1400225754195
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,0.16543763709395315
dd69fca6f17420dc911016a79e70583ca7ea330d,321.1574849682881
d387995af060965fb9d18973f3dbf4904f071066,332.33442744632777
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,432.6913101697669
543674772357cf9d8a7a8e7dfb89384af80ec30e,534.8547296908548
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,396.793207904849
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,0.28687614373018605
0736d379ea0962e316ce84cce8e883321be36abb,412.0345662770403
98cc842c547c69a0d27776e272fd8b61131b0b37,403.53196265341063
890b7696fa85ca2b3e90b3951efec2135e88d5cf,578.2383393590494
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,650.281810299693
d84b48f7dc7a6e387e6e985525143589754c5b13,356.84280649055546
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,600.0541812468624
dc4fe9d4124d9278f58f6f999711116a3fe58be7,481.83259488900376
f6624d763619c0898b34dc02adf06f53a1721cd0,309.9491132696787
60b1c12559860e7ad966da4c4db5c78e17278fc0,523.3133337255848
a3f3dcb89101d86171f8bb4f4f57939717cf298a,-0.009158707126206499
4f365503582b97ea96462d0d36895a5e7f5926df,383.40575342480616
c80869804effb21d50cc8fff3f4c27ba5521240c,370.6019180775219
d0f351638d60e84b890a498d69c9a7961cdcdf36,462.0332812411022
48e8ec135997ff3676648d5c144c3c7150a7bbb1,400.7739212237844
45484014aefd10ea3e4b08fb93e66c251709cca6,444.4482525036425
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,370.2150364884009
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,414.5425599101869
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,563.726861212865
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,318.8152226644223
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,664.6458878085871
c83c66733c5bd90a59996e473bb69e44f6522976,365.04360462719035
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,-0.027374729336289153
4c373daf5547a6292c4905696c148ec83f95f083,0.03882652844531637
4549620b5459bb28990580f4ca0b4c2adc5b1a68,0.03319341622467588
87f89c855f377c5b100ad2986cc6569e31d94a98,605.3870022569458
d0d8601aab147c191ae37365a930c1ed3eb0414b,-0.004380601054259367
9a25537903e8e7eab1dfb357903d241e24e86fb8,0.03999456386929999
eaecf3dd32668664e1dcc2d6c7a69042824806a6,447.32091035706253
d19fa85793fcb8ae3126d10592c9c57d3b32971f,-0.02514564866086324
c59b370d3aa06b68878c836bceac844953d74972,459.65867019428737
5a6d397150d1a9e9c82e120f92d1e782da34bddb,-0.013181337735301533
b2128312e70fdb830091aecb6b27d82617e2e226,421.3848863533888
8257941af168c0cc15f28bd596fd922352dae732,360.1416242918185
854ce153823802674f35bbe1ec010b12e9b3a56f,379.40186271300377
27f1db4e266b154f6f7fbef9c225fab472652a7b,353.6881268125534
11b90bed4a05d11169f308370faf81d6e9ca2c4f,324.3364562489532
5c55b7aeae6cb75ec715b4629812175239e45c15,-0.0015812942856411039
1391c7de937e0fea2ad23ebb111e513bf2aca2af,-0.01881610767823806
e9488c35627294cd8f5a809c0667aef7a3f0d465,-0.026860520228651864
39c22d725a24b290af887b25175ae0a8d560db4b,-0.008238039753852818
e001e1d73163c327a4d800697b1b36cd6921f60d,422.9204215637661
b83424ca8973e4b2eebf6eb9e26e842999432d22,341.79306954932133
202da3f471204ad489ebf0c3856437337534112d,-0.009977734274993027
912d751c54b46c860c5ba61666fc6fc59ca2689d,323.73715021382037
8376d681a277c58f06ab633a06eaa66391126246,0.022593419152644113
e114f7b197069bde8e158a0dbeaa022dd0c4e280,427.169354835258
fa84edf183bd459ea9394d77bdc191683a75ff66,555.6473409521259
76190ff09a736ff83169394b770699b2709c5a27,500.6649017855805
515db15df8581ae72bb8e8358833016adee74e02,440.4207257882319
e2a05053c19e6fba60d0e582e6c7f371728a7106,391.1391887285583
66c14322296ac259374ec98c5c3bb2bd67ba25e9,0.059389708435101544
2378556841bc8d5746f2b94d6adefc2db20f9518,475.28900855622084
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,-0.035319506754493295
796d558152d241567f8a72b535a5e36fe78886f3,411.95936243842806
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,583.586857825699
3c748fc7a94edb7ac1484373751ffa8574a3281d,359.79904183388015
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,337.1952111153623
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,-0.02324382677458619
10a1e8808e744c619376bff659f859cd71e8c41d,366.34551089202193
fc959dafc37dde3f173f083486d84ce5c817443f,459.1967510214203
6979d91c0a1903a336c640e14eed100821a0e24d,381.6997538329922
d4e37c4c1235ce014392f6c8ba0436f195b9e459,560.9738159244081
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,0.016399907941368
565a955a60c6073157aa869c0351c626a7171ef3,546.7051419644495
5697c01ee87a008056ebc0993a1028b41a26d251,0.025589605896352955
99be797e423b5ae08fe342ea772738f71975df47,825.6037458660181
b579ea83f2d6c15b2c717d16a89827d65f39904b,502.31242077924844
e9373b5c22567bec508f2fa2580e4dc3ff687caa,612.5018625668879
a465af361b68bd536dd8bf61d522b9b21755ab60,431.5407144919171
c8feec2a94d996d03534ce935dec7a034667f107,670.0672583892626
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,415.07950330793057
f4f7888cfe88b7a3b0f3d94749921976353ae82c,385.2465439498752
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,434.29754926796403
2e466f15ac7b80870736fac2d0cf4bd7f362e852,424.01336480402534
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,0.04398492027877461
fc83a5c665f70f39b4c7d326118cbf21a898e660,601.4633548617287
c26fbd904781a4f6c37a8f8969778f687c6c1424,0.05616135147745419
ced4913c2220be57c54bc9f87bb4f441d5976671,498.26308117017555
880ade460a231d722e8bb0e4d17f3c8f77663d37,348.1393367696469
7c869f5b89ddf3130c87011b6508ee59e32682c5,352.70937933309693
9027f65d4e576928ca59690c280050c53d66506a,693.0329191144239
09eb415bcb9842d207139c8bddf32427a134d51e,593.2985909472669
f8224c83e27f4921df62876f7ff660b1dab3d974,491.2095331048642
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,-0.01526543902382099
dfec3182aec0997207e0845b072498065ec89aac,655.2406398007017
d653549f6d0ba70e2113b2cc56e9a83e331d2462,552.1331921728226
e95674df974af80342f676ca9e3540aecec2b8dc,452.6055416794662
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,476.7274390045902
2b7b15015ab18dc51893827c7e3f01d931a70410,-0.01209400744047474
22d86e8b43a9412df86ec15ac231b9919e3ec905,470.4031395068151
1c61035799f6afe7f44c1fb68567d7a8945c3943,479.43359039632304
d5ed4b8732b0d7127a64f7e71137d321c56cc198,416.791200546782
63edbbe59337f861a710bee4fe8a691d231f23da,441.8652597750242
f62bf9257782d839d38f84376b79611ed0de655d,0.03095444147617204
cf14952b5b09ad1a9497769e3a08da2fd74c6102,-0.028987203072488806
21b8ef230efbfca6b5f15b36a3243d76ed390967,459.867411969826
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,427.6385403725114
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,-0.024653376385571652
3de3c134579726fe4606b7a05f82ce19f00adb09,687.1059493884104
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,397.28367600528605
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,419.57361089917686
520c60d32fd2af8be76abd332859b36d8ae45900,386.0352938715443
6cb6e2310b52c2898e500f81bea938446592568b,379.74601380575166
0193b535914e1c5a445bede11a408bf1709cd3cb,445.3449209518526
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,542.6309712825893
c512a461034cd90a9c5f1a32332b748041cfeba3,-0.019132274153878755
6f77bbe0fc418131d06d15f50b30073eae680dbb,0.018795147776346784
9b378e3937af8e97d4753cdf0c8917306354aaaf,491.14488339484586
1c92f54a5fe563622a0e23cf116461a7e147efd8,521.8777264793199
90facc45f7578775e3278aa0bd4fb59dad4d37c1,443.47321673702555
563bd02a1204c85e79026a020ba5af29bce95c12,0.20825047268638242
c8062c4cc7e023996bd37b87295f5a2957ddb172,474.68578576316145
ea7cc5987f9cc7f756d501961f64fa5769013823,0.0037892700408258245
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,623.5927207011207
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,431.43445723201694
1b61f7e184c7040ae4cea725153965e1f7f75308,429.42698162247274
aea68e00d370c2a0cfd02bf868824dec427bf23a,-0.01453389835486299
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,-0.030155880683801446
95a9c65324583892b2d1a0c1c5163488f92d4a6d,361.96796270321744
5b7e7632cf766876026d0da6aa7c6df77bc13438,393.6217436498156
a3be14b06b7aef01331da18e7a1678222b563151,-0.014238450068901084
92b8965cf3fb76d11e5061f26e577c23d212b9c5,0.016794432174132727
96fd0462597b8cf21b1e918c1947106cd8359e5d,493.942896651634
5c1cef937c40bf8c30c119160bedde7ef679454e,642.3685954031271
27dce80bee1eadbcd82bc7d09adb063e116870f6,-0.024394907111134147
271a7e5b703fc3f29f6669415048a760e6355c5b,0.04537770745475152
e39fbeab552a4b6492346d821d095c3a0d691555,405.3086208092359
93694c58636eabfe86550e734efb3775ba4d739f,533.8017051977765
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,734.8502746985873
6c05e70130682975c1485a862b6e08b895650671,388.42178769739655
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,329.28914721428816
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,304.4062467905286
283df09083d3c7bec2590f22355c7ba32ec88623,588.7001606773756
40b96e97dc29dfc990656e30c1038e846b6c8ff2,0.037305141436974984
ff362d0a648559b9146fb97ee248eb423c3d6a50,-0.006374729658279638
717ae2ab18e7ba03c4f3af66500ece6580b29b71,-0.013443993568422878
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,658.3312932901653
23131f453efc29c2af9553d307692c60a3add1ae,432.6639875716248
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,397.79942789521846
941646a7d24ee2837d7de90ff0a736bb8f61d68c,369.8607109681061
cd705413010e6e74f3b90ee78dbbd8b767488f0c,-0.014006531619480588
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,441.3931531751109
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,410.7581569893529
72882a9cffe151d94be90e02ce3967a91b628099,498.60324763938576
cf62916c9829bd3ad05104151eee856d6de7ca1c,651.1488678699463
6b8f4241357e65c0491cc0ef96396f811574134c,419.2215296968901
298806ed4313157d412e860ac3ea8833d6ca6970,-0.023042510517369517
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,333.9393457674553
4485f973590cff61be5ec78cb3032d5fdf25b809,-0.017072037148862827
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,418.15695616372415
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,-0.022534085923300803
8288badec4740382dbf7c33e4095cd4db0021bf7,347.3421829430957
5e139289eb167622f915eea3d1d6e49d15d1c873,543.1578789910858
fc050b2c8fa3446890fe1418332352177dd34506,480.1362509403955
